"Event","Time","TotalJobs"
"Service","5402.575488594425","2"
"Service","5402.8657813453465","1"
"Service","5416.40115329389","0"
"Service","5448.045875203149","2"
"Service","5461.910592159442","1"
"Service","5470.927931065851","0"
"Service","5501.857454657227","3"
"Service","5505.920229438995","2"
"Service","5525.034200129956","1"
"Service","5528.349286435305","0"
"Service","5555.714065674425","2"
"Service","5563.9152189401175","1"
"Service","5579.579378231245","0"
"Service","5607.212057763599","1"
"Service","5610.25909799","0"
"Service","5682.837625288854","0"
"Service","5715.000499616251","3"
"Service","5723.473752601737","2"
"Service","5738.8154933206","3"
"Service","5753.750894161124","2"
"Service","5754.4756690851455","1"
"Service","5782.556822577263","1"
"Service","5782.78428358659","0"
"Service","5806.086006699131","2"
"Service","5820.591819553578","2"
"Service","5825.103990520905","1"
"Service","5843.187543804727","2"
"Service","5850.364892271932","1"
"Service","5871.710700195601","2"
"Service","5892.976250296352","2"
"Service","5893.140242610675","1"
"Service","5917.723002233916","2"
"Service","5924.375364865467","2"
"Service","5945.136547013813","1"
"Service","5949.022217518194","1"
"Service","5970.735610113693","0"
"Service","6012.053156507932","0"
"Service","6054.860564213564","1"
"Service","6055.168742328476","0"
"Service","6086.342822221936","3"
"Service","6094.137645076043","2"
"Service","6113.30277526326","2"
"Service","6115.843394741059","1"
"Service","6145.106286855963","0"
"Service","6204.476765644652","1"
"Service","6211.6269518422105","1"
"Service","6227.606851381296","0"
"Service","6262.677726873895","1"
"Service","6265.403265024763","0"
"Service","6309.63583236776","0"
"Service","6336.854995944872","2"
"Service","6345.198794122808","1"
"Service","6362.161043061515","2"
"Service","6379.079698043669","3"
"Service","6384.930414269323","3"
"Service","6398.19549819188","3"
"Service","6413.870240724685","3"
"Service","6427.24608344142","2"
"Service","6437.969001866924","2"
"Service","6446.1443582460415","2"
"Service","6457.672661991915","2"
"Service","6473.628808033458","2"
"Service","6485.1473667282335","2"
"Service","6498.625083910921","1"
"Service","6505.105975409303","1"
"Service","6522.303521952561","3"
"Service","6528.787492436981","2"
"Service","6549.32515433484","2"
"Service","6556.509326630465","2"
"Service","6565.195105215683","3"
"Service","6582.318475574634","4"
"Service","6588.435317955532","4"
"Service","6601.02388406929","5"
"Service","6615.072562134851","6"
"Service","6624.712614156478","6"
"Service","6639.8696917538955","7"
"Service","6647.992781164856","6"
"Service","6672.943300293299","7"
"Service","6675.378186643922","6"
"Service","6703.874713946762","8"
"Service","6705.1959507642805","7"
